,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
3070,568738229274464256,positive,0.6741,,,United,,ticopilot,,0,@united -huge kudos to the FO of Sunday's flt #1623 sjo-iad. Handed my daughter her first pair of wings! Keeping traditions alive.,,2015-02-20 03:45:35 -0800,"Washington, DC - USA",Eastern Time (US & Canada)
11416,568134058242400256,positive,0.63,,,US Airways,,MaxImumZero386,,0,@USAirways thanks!  Can you help remind the agents it's ok?  Ps. Heard rumors of a streaming wifi TV/movie service you might be installing,,2015-02-18 11:44:49 -0800,Planet Earth,
3641,568214796514004992,positive,0.6364,,0.0,United,,DexterBerkeley,,0,"@united Your staff, both on deck and in the cabin on UA768 SFO -&gt; BOS were exceptional today. Please tell them well done :)",,2015-02-18 17:05:39 -0800,"Boston, MA",London
11727,567793072060276736,positive,0.6913,,0.0,US Airways,,Brandy_Fisher,,0,@USAirways Sending thanks to employee Freddie in PHL Admiral Club A East for allowing me to give a day pass to my sibling stuck there today.,,2015-02-17 13:09:52 -0800,Miss California United States,Eastern Time (US & Canada)
3877,568058934428372992,positive,1.0,,,United,,andtheretheygo,,0,"@united Great, thank you!",,2015-02-18 06:46:18 -0800,,
7144,569925929713188864,positive,0.6696,,,Delta,,Cpaul91,,0,"@JetBlue lmfao, i love it",,2015-02-23 10:25:05 -0800,RVA-804\757,Hawaii
5270,569223862941929472,positive,0.6778,,,Southwest,,SouthwestAir,,7,@SouthwestAir y'all are fast we already have our 5 winners! Congrats!!,,2015-02-21 11:55:19 -0800,"Dallas, Texas",Central Time (US & Canada)
11490,568074163270905856,positive,0.6505,,,US Airways,,aparisbonvoyage,,0,"@USAirways Thank you, busy times.",,2015-02-18 07:46:49 -0800,,
4556,570031211336368128,positive,1.0,,,Southwest,,Pisces37inDC,,0,@SouthwestAir is my favorite airlines. I've never had issues with them. Plus there crew is entertaining.,,2015-02-23 17:23:26 -0800,Somewhere mind in my business,Eastern Time (US & Canada)
3184,568610311487561728,positive,0.6679999999999999,,,United,,Jaytolchinsky,,0,@united that would be great - 1k us651621,,2015-02-19 19:17:17 -0800,,Central Time (US & Canada)
439,568059129601724416,positive,1.0,,,Virgin America,,dsg0110,,0,"@VirginAmerica love it, taking @SouthwestAir on in their backyard! Consumers win when biz competes.",,2015-02-18 06:47:05 -0800,"San Diego, CA",Pacific Time (US & Canada)
1717,569617494908002304,positive,1.0,,,United,,kiiimbra,,0,@united I should be fine. They automatically changed my connecting flight for me so I wouldn't miss it. A+ work.,,2015-02-22 13:59:28 -0800,Earth,Eastern Time (US & Canada)
5685,568807908374286336,positive,1.0,,,Southwest,,itsjessme_,,0,@SouthwestAir oh my gosh! Going to dm you now! Thank you!,,2015-02-20 08:22:27 -0800,,Alaska
8333,568475439460515840,positive,1.0,,,Delta,,sbgblee,,0,"@JetBlue flight attendant Wendi on Flt 127 on 2/17, Newark to Orlando.  👍👍",,2015-02-19 10:21:21 -0800,,
12603,570092184948645889,positive,1.0,,,American,,FOHeming,,0,@AmericanAir I FOUND MY FOOTAGE!! :D I am so so happy.,,2015-02-23 21:25:43 -0800,Left hand seat in flightdeck,London
7038,569948686228295681,positive,0.6556,,,Delta,,kbosspotter,,0,@JetBlue true. Maybe. Wish I had expedited security haha,,2015-02-23 11:55:30 -0800,Logan International Airport,Atlantic Time (Canada)
2580,569025401906794496,positive,1.0,,,United,,EdinReporter,,0,@united nice and early back home! http://t.co/geG4nghmIE,,2015-02-20 22:46:42 -0800,Edinburgh,Edinburgh
443,568050777744379904,positive,1.0,,,Virgin America,,letherebeflight,,0,@VirginAmerica Congrats VX on the new route! ✈️🎉,,2015-02-18 06:13:53 -0800,,
13412,569869506560069633,positive,1.0,,,American,,don_hefner,,0,@AmericanAir thanks to Jacqueline in CLT for cleaning up @amexserve and @USAirways mess!!! Awesome service,,2015-02-23 06:40:52 -0800,,
11194,568444017106690048,positive,1.0,,,US Airways,,cahillwilliamr,,0,@USAirways thank you,,2015-02-19 08:16:29 -0800,,
1086,569932669288652800,positive,1.0,,,United,,CaroDavis2012,,0,@united great to hear Thankyou so much. Greatly appreciate your replies. Feel much more settled now.,,2015-02-23 10:51:51 -0800,Scotland,
6353,568027403462651905,positive,1.0,,,Southwest,,malimettt,,0,@SouthwestAir THANK YOU for finally making your boarding passes work with passbook,,2015-02-18 04:41:01 -0800,,Arizona
12245,570253859412529152,positive,0.6802,,,American,,DarknesProdigy,,0,@AmericanAir oh it's nothing my issue was already resolved and I am in the air,,2015-02-24 08:08:09 -0800,"Pirate Isle, Arcadia",Eastern Time (US & Canada)
6488,567820713156943872,positive,0.6632,,,Southwest,,pet1713,,0,@SouthwestAir El Paso deals....May❤❤❤😍🌏,"[30.0554953, -95.1659332]",2015-02-17 14:59:42 -0800,Houston TX,Eastern Time (US & Canada)
11961,570282555057909760,positive,1.0,,,American,,alicizzle,,0,"@AmericanAir continues to win: I've never missed a flight before, but a nice little quiet gate change made it possible. Sheesh.",,2015-02-24 10:02:11 -0800,MiniApple(s),
1352,569782352223666176,positive,1.0,,,United,,Veronique956,,0,@united the staff was rather efficient and got us solutions just freaked me out a little being in limbo in the air.,,2015-02-23 00:54:33 -0800,"Brownsville, Tx",Eastern Time (US & Canada)
12130,570280641771790336,positive,1.0,,,American,,LordLasenby,,0,@AmericanAir @Clarkey_19 we done it with 1 truck... No biggie 😄,,2015-02-24 09:54:34 -0800,,London
5891,568510632930050048,positive,1.0,,,Southwest,,jbrauninger500,,0,@SouthwestAir I just received your birthday card.  It was amazing and made me smile with joy.  Nice videos.  Thanks.,,2015-02-19 12:41:11 -0800,"iPhone: 38.639580,-90.237061",Central Time (US & Canada)
10729,568933672033910784,positive,1.0,,,US Airways,,RyanMelton,,0,@USAirways connection made. Thanks again this week. #daddyshome,,2015-02-20 16:42:12 -0800,"Independence, MO",Central Time (US & Canada)
4667,569950945389518848,positive,1.0,,,Southwest,,GolfTravelerBOS,,0,"@SouthwestAir Thanks, you guys are the best","[0.0, 0.0]",2015-02-23 12:04:29 -0800,New England ,Atlantic Time (Canada)
8480,568214398474432512,positive,1.0,,,Delta,,RogerSaintange,,0,@JetBlue the best airline in the world,,2015-02-18 17:04:04 -0800,,Pacific Time (US & Canada)
6383,567897629364850689,positive,0.6712,,0.0,Southwest,,Windslid3r,,0,@southwestair Flight 4146 Phi to Den was staffed by a great crew. #freecomedyshow #newlifetimecustomer,,2015-02-17 20:05:20 -0800,,Atlantic Time (Canada)
184,569316358845911040,positive,1.0,,,Virgin America,,archiegips,,0,@VirginAmerica Only way to fly! #Elevate #Gold,,2015-02-21 18:02:51 -0800,LaLa Land,Pacific Time (US & Canada)
5370,569163696041172992,positive,1.0,,,Southwest,,perkeithc,,0,@SouthwestAir hello #SouthwestAir I'm  happy to be flying with you this morning DAL-MDW #4053 looking forward to a comfortable fight,,2015-02-21 07:56:14 -0800,"Dallas, TX Memphis, TN, MS",Eastern Time (US & Canada)
8553,568172386903851008,positive,1.0,,,Delta,,MarissaBreton,,0,@JetBlue just DMed. thanks so much for addressing this so quickly.,,2015-02-18 14:17:07 -0800,Boston,Eastern Time (US & Canada)
13114,569937673206534144,positive,1.0,,,American,,CliffordGries,,0,@AmericanAir My father loved working for you as well as PanAm,,2015-02-23 11:11:44 -0800,"Phoenix, AZ",Arizona
227,569212570478911489,positive,0.7081,,,Virgin America,,stefanpinto,,0,@VirginAmerica Like http://t.co/VPqEm31XUQ,,2015-02-21 11:10:26 -0800,"Los Angeles, CA",Pacific Time (US & Canada)
332,568604690767872000,positive,1.0,,,Virgin America,,imacsweb,,0,@VirginAmerica thanks for taking care of @SuuperG on her flight!! #rockstars #travel,,2015-02-19 18:54:57 -0800,At an airport near you....,Pacific Time (US & Canada)
3115,568659661861175297,positive,1.0,,,United,,sigilgoat,,0,"@united i got it at the gate, thanks for checking!",,2015-02-19 22:33:23 -0800,fuckin portland ass oregon,Eastern Time (US & Canada)
3447,568433759919452160,positive,0.6669,,0.0,United,,BurgerFreshh,,0,@united Keep the flights cheap and early/on time and you are good. Flew @AmericanAir  and Cancelled Flightled my flight 4 times last month. United&gt;,,2015-02-19 07:35:44 -0800,"Houston, Tx & Old Bridge, NJ ",Eastern Time (US & Canada)
8642,568090890549374976,positive,0.7139,,,Delta,,cristinaroe,,0,@JetBlue #flyfi thank you! Seattle and #UDUB here we come! @cameron__roe http://t.co/kbHYM5GkAP,,2015-02-18 08:53:17 -0800,Newport Beach,Pacific Time (US & Canada)
9269,570015223408668672,positive,0.3449,,0.0,US Airways,,maria_sangria,,0,@USAirways Thanks! Sent you DM re: baggage issues.,,2015-02-23 16:19:54 -0800,,Mountain Time (US & Canada)
208,569248400836726786,positive,1.0,,,Virgin America,,kyle_romanoff,,0,"@VirginAmerica Thanks so much for the awesome support, you guys rock!",,2015-02-21 13:32:49 -0800,,
421,568120102660341760,positive,1.0,,,Virgin America,,ctpsts,,0,@VirginAmerica I luv ur people and product! 1 thing is y do u charge for herbal tea but not black tea? I'm not a caffeine drinker,,2015-02-18 10:49:22 -0800,,
7581,569526325255364609,positive,1.0,,,Delta,,SMHillman,,0,@JetBlue it's only because I'm wearing #TrueBlueColors!,,2015-02-22 07:57:11 -0800,"New York, NY",Eastern Time (US & Canada)
1538,569673939183493120,positive,1.0,,,United,,zengerle,,0,@United Wanted to compliment ur phone agent Jeanette for reFlight Booking Problems RDU to SEA thru SFO after connecting flight thru EWR was Cancelled Flightled.,,2015-02-22 17:43:45 -0800,"Chapel Hill, NC",Eastern Time (US & Canada)
10397,569332237138841600,positive,0.3502,,0.0,US Airways,,MattClement,,0,@USAirways Oh well. I'll get to Cancun eventually.,,2015-02-21 19:05:57 -0800,"Troy, NY",Eastern Time (US & Canada)
7284,569691489179021312,positive,1.0,,,Delta,,jillianfitzger1,,0,@JetBlue I do! The best airline wifi ever. Thank you!,,2015-02-22 18:53:30 -0800,,
1604,569647413285265408,positive,1.0,,,United,,JennyLeeinDC,,0,@united Denver baggage handlers you totally impressed us today. Our lungs barely made the run to connect but our bags had no problem! #DEN,,2015-02-22 15:58:21 -0800,DC,Eastern Time (US & Canada)
14297,569640847119163394,positive,0.3611,,0.0,American,,lmaxwell11,,0,"@AmericanAir Haha I had a boarding pass for 12B, was boarding the plane and the gate agent told me to go to 41G. I'm here now. No worries.",,2015-02-22 15:32:16 -0800,O.K.C.,Central Time (US & Canada)
7829,569222694778105857,positive,1.0,,,Delta,,joycefelixes,,0,@JetBlue thank you! I'm excited to fly with you for the first time.,,2015-02-21 11:50:40 -0800,,Eastern Time (US & Canada)
4772,569843082994315264,positive,1.0,,,Southwest,,geo3689,,0,@SouthwestAir Me on one of your planes!!! Thanks for taking me Arizona 184! http://t.co/Finq5Fh6ue,,2015-02-23 04:55:52 -0800,"Frederick, MD",Atlantic Time (Canada)
1793,569581977889869825,positive,1.0,,,United,,judaline6,,0,"@united Thanks so much , my passport was recovered",,2015-02-22 11:38:20 -0800,,Quito
3282,568556636068921344,positive,0.6703,,,United,,dschach,,0,@united Thank you for the Delta transfer. Will my bags go too?,,2015-02-19 15:43:59 -0800,"San Francisco, CA",Pacific Time (US & Canada)
6874,570073661241057280,positive,0.6618,,,Delta,,MarkGuerra3,,0,@JetBlue Happy Anniversary!! It's hard to believe you're 15!! You're so young!,,2015-02-23 20:12:06 -0800,805 CA,
6516,567805887319912448,positive,1.0,,,Southwest,,DascenzoFan,,0,@SouthwestAir Awwweesssooomee!,,2015-02-17 14:00:47 -0800,"Tucson, AZ",Arizona
6177,568155440267161600,positive,1.0,,,Southwest,,CheteraC,,0,@SouthwestAir thank you for handling this for me. Glad Southwest cares about what it's flyers think!,,2015-02-18 13:09:47 -0800,,
8616,568107822275305472,positive,0.6728,,,Delta,,History_Dork,,0,@JetBlue The Magic eight ball has never steered me wrong  :),,2015-02-18 10:00:34 -0800,right behind you,Eastern Time (US & Canada)
6466,567830740373868544,positive,1.0,,,Southwest,,nmillerche,,0,"Despite Mother Nature's best efforts, @SouthwestAir's good-humored folks got us home safely in an area heavily affected by winter storms.",,2015-02-17 15:39:32 -0800,"Eastern Time, United States",Atlantic Time (Canada)
4666,569951253666656257,positive,0.6953,,0.0,Southwest,,AnnCompton,,0,@SouthwestAir  Your Terry is our hero.  Got my husband back thru security to retrieve his cellphone in Austin. Terry (#85832) You Rock!,,2015-02-23 12:05:42 -0800,WashingtonDC,Eastern Time (US & Canada)
7412,569621991852019713,positive,1.0,,,Delta,,jabeblanchard,,0,"@JetBlue For the record, that was less than a 10-minute turnaround time for the answer from the question.  JetBlue rocks!",,2015-02-22 14:17:20 -0800,Right Coast,Eastern Time (US & Canada)
1840,569560633957609472,positive,0.3551,,0.0,United,,swolfhoops,,0,@united will do. Just need to get CVG.... and my bag too. Thanks,"[41.97456785, -87.90563774]",2015-02-22 10:13:31 -0800,"Loveland, Ohio",Atlantic Time (Canada)
3798,568115946738597888,positive,0.6705,,0.0,United,,adler_edward,,0,@united you have the nicest gate attendant at Newark airport gate 101 right now. Multiple delays and she is still pleasant with everyone.,,2015-02-18 10:32:51 -0800,,
415,568140092453179394,positive,1.0,,,Virgin America,,JCervantezzz,,0,@VirginAmerica Giants and Virgin America. A match made in heaven.,,2015-02-18 12:08:48 -0800,"California, San Francisco",Pacific Time (US & Canada)
6149,568180710252646400,positive,1.0,,,Southwest,,dalyrt5,,0,"@SouthwestAir that's why I fly y'all, that personalized service",,2015-02-18 14:50:12 -0800,"Nashville, TN",Arizona
4940,569626122578726913,positive,1.0,,,Southwest,,stephwalker78,,0,"@SouthwestAir I tweeted several times last week about flight info during storm, always a timely tweet back.  Thx! 😄",,2015-02-22 14:33:45 -0800,Southern Virginia!!!!!!,
5989,568443115415035904,positive,1.0,,,Southwest,,rachael_rhanna,,0,@SouthwestAir @FortuneMagazine I always tell everyone to fly Southwest! Congratulations!!!,,2015-02-19 08:12:54 -0800,"Sutherlin, Oregon",
4361,570288380384292864,positive,0.6456,,0.0,Southwest,,jparkermastin,,0,@SouthwestAir  I USED to always fly Southwest.,,2015-02-24 10:25:19 -0800,,
4462,570237762063831040,positive,0.6813,,0.0,Southwest,,PlatypusDBHunt,,0,@SouthwestAir thanks to Ella-Mae at LAS counter for going above and beyond to help us get back to ABQ after our flight was Cancelled Flightled!,,2015-02-24 07:04:11 -0800,"Albuquerque, NM",
11786,567760474553348096,positive,1.0,,,US Airways,,htmella,,0,@USAirways Haha - that will indeed be a great day!,,2015-02-17 11:00:20 -0800,"Washington, DC",Quito
6194,568140628959358976,positive,0.6632,,,Southwest,,Imagine_Sloom,,0,@SouthwestAir @love_dragonss lol I'm sorry I'm just seeing this now but LAUREN OH MY GOD AHHHH,,2015-02-18 12:10:56 -0800,MA,Eastern Time (US & Canada)
6452,567843646881599489,positive,1.0,,,Southwest,,bobbyjsav,,0,@SouthwestAir thank you :-),,2015-02-17 16:30:50 -0800,,
7310,569672563506458624,positive,1.0,,,Delta,,nooshies,,0,@JetBlue you're still the best,,2015-02-22 17:38:17 -0800,"Boston, MA",Eastern Time (US & Canada)
3333,568519880711872512,positive,1.0,,,United,,abigailedge,,0,@united Thank you.,,2015-02-19 13:17:56 -0800,"Brighton, UK",London
4898,569667246026416130,positive,1.0,,,Southwest,,dgackey,,0,@SouthwestAir got mine!  Just in time for the wife and my 15th anniversary!,,2015-02-22 17:17:10 -0800,"Austin, TX",Central Time (US & Canada)
7615,569504946120298496,positive,1.0,,,Delta,,SMHillman,,0,What can I say other than when it comes to my #BrandLoveAffair w/ @jetblue ur my #soulandinspiration https://t.co/IGkoGyWksr #umosaicmecrazy,,2015-02-22 06:32:14 -0800,"New York, NY",Eastern Time (US & Canada)
1608,569646535215939585,positive,1.0,,,United,,JetSetterJD,,0,"@united thanks, it was my first time in a United lounge and felt welcomed.",,2015-02-22 15:54:52 -0800,,Pacific Time (US & Canada)
8902,567761644802293760,positive,1.0,,,Delta,,eddieanderson4u,,0,@JetBlue - BlueManity brought tears to my eyes. JetBlue' s commitment to giving back to the crewmembers and the community is aww inspiring!,,2015-02-17 11:04:59 -0800,"New York, NY",Central Time (US & Canada)
14104,569666202634743808,positive,1.0,,,American,,KellyOlexa,,0,@AmericanAir DONE!! thank you so much!!,,2015-02-22 17:13:01 -0800,"Chicago, IL",Central Time (US & Canada)
8052,568834558268973056,positive,0.6959,,,Delta,,SaharaSams,,2,"chair #selfie ""@JetBlue: @StacyCrossB6 @PHLAirport @SaharaSams  Everyone looks #FLAWLESS ;) We're so PROUD of our PHL crew! #BlueHeros”",,2015-02-20 10:08:21 -0800,"West Berlin, NJ",Eastern Time (US & Canada)
13056,569950724983025665,positive,1.0,,,American,,Apas717,,0,@AmericanAir yes I have. Thanks,,2015-02-23 12:03:36 -0800,Jacksonville Florida,
11189,568447513759522816,positive,0.6742,,0.0,US Airways,,DillardJ32,,0,@USAirways thank you for refunding my bag fee.  I look forward to its return today I hope.,,2015-02-19 08:30:23 -0800,Anoka MN,Central Time (US & Canada)
244,569180623165915137,positive,0.6771,,,Virgin America,,InuAtah,,0,"@VirginAmerica classiq, luv Virgin America. Greetingz",,2015-02-21 09:03:30 -0800,Abuja,
6283,568082817562898432,positive,1.0,,,Southwest,,love_dragonss,,0,@SouthwestAir Thank you thank you thank you,,2015-02-18 08:21:12 -0800,2/26/14,Eastern Time (US & Canada)
